2314
26498
0
1680
74864
92
46
22
41
41
1230
725
1230
238
12787
306
22230
1947
271
102
257
1156
872
64
12835
31364
22241
1326
2725
164
124
125
356
20849
171
164
255
124
163
179
166
58
33
155
5543
205
47
57
163
168
4120
766
130
1480
241
222
62
2370
73
416
354
1374
189
360
4726
896
424
1492
1649
2783
544
478
4898
3650
2308
24
391
21
240
43032
3785
57
585
43800
44568
7078
1622
625
713
108
71016
335
7867
15338
47
66056
5112
66992
66992
1455
18
33453
453
7
5349
3248
118224
